User_ID,Age_Years,Gender,Body_Mass_KG,Height_CM,Steps,Workout_Minutes,Exercise_Type,Avg_Heart_Rate,Intensity_Score,Calories_Burned,Notes,Calories
1070,23.3,Female,114.6,180.3,15477,69,Yoga,140,10,3088.7,,3093.0
1071,20.5,Male,107.6,176.1,10821,89,HIIT,159,8,2908.7,High intensity,2912.0
1072,24.8,Female,119.2,174.9,6700,63,Cycling,98,6,2298.6,Good workout,2294.0
1073,25.8,Female,74.6,154.6,8232,14,Yoga,107,10,1970.8,,1974.0
1074,59.6,,69.7,155.2,5288,18,Cycling,84,4,1504.3,,1504.0
1075,32.3,Male,119.5,154.6,2085,43,Cycling,93,7,1952.4,Low effort,1954.0
1076,64.7,Male,115.7,176.9,16891,107,Yoga,80,3,2982.9,,2983.0
1077,46.3,Male,70.2,157.7,16600,45,Walking,84,2,2168.1,,2167.0
1078,50.3,Male,100.5,158.5,9645,104,Walking,148,6,2875.3,Good workout,2871.0
1079,47.0,Female,66.4,164.2,9810,29,,81,2,1695.1,Low effort,1692.0
1080,56.0,Male,63.5,185.4,9828,90,Swimming,82,6,2395.0,,2392.0
1081,44.4,Female,75.4,190.5,19732,93,Yoga,84,10,3150.9,,3153.0
1082,53.4,Male,,156.3,5874,101,Swimming,137,3,2330.8,Morning session,2335.0
1083,46.7,Male,86.3,181.6,14767,94,Cycling,137,2,2745.8,Morning session,2749.0
1084,55.9,Male,85.6,157.1,11913,92,HIIT,85,8,2729.0,Morning session,2725.0
1085,50.5,,67.6,164.3,17215,72,Swimming,163,4,2784.8,Evening workout,2789.0
1086,54.5,Female,91.7,186.8,19733,76,Running,89,4,2850.9,Morning session,2847.0
1087,44.3,Female,57.1,168.5,15332,39,Cycling,149,7,2467.3,Low effort,2463.0
1088,50.6,Female,110.3,188.4,5432,78,Swimming,97,8,2423.0,,2425.0
1089,21.2,Female,110.9,155.5,8265,115,HIIT,145,9,3030.6,High intensity,3029.0
1090,39.6,Male,60.1,168.4,7103,79,Running,162,10,2562.2,,2559.0
1091,19.2,Female,117.4,177.2,12012,12,Cycling,162,8,2380.5,,2378.0
1092,27.8,Female,72.7,166.2,16900,58,Cycling,93,4,2382.8,Good workout,2378.0
1093,22.3,Female,79.4,191.7,3031,51,HIIT,148,2,1718.4,,1718.0
1094,27.3,Female,85.6,168.3,18633,33,Swimming,159,10,2829.5,Evening workout,2827.0
1095,50.0,Male,75.3,180.8,9519,53,Running,136,5,2215.7,Low effort,2211.0
1096,55.8,Female,76.1,160.5,9988,10,Walking,152,7,2091.0,Evening workout,2092.0
1097,30.2,Male,98.1,164.2,6299,63,Cycling,165,2,2167.0,Evening workout,2165.0
1098,48.8,Male,116.5,159.2,13952,61,Cycling,132,4,2673.1,High intensity,2675.0
1099,64.9,Male,103.3,192.4,4094,45,Walking,74,6,1909.1,Evening workout,1907.0
1100,53.3,Female,85.8,172.8,3977,88,Cycling,154,8,2464.6,,2465.0
1101,62.3,Male,110.1,152.1,18346,114,Cycling,103,10,3491.1,,3495.0
1102,41.3,Female,98.6,152.4,6725,47,Swimming,150,6,2252.8,,2248.0
1103,32.3,Female,84.0,167.2,2268,53,Cycling,154,6,1996.3,Evening workout,1998.0
1104,46.5,Female,72.5,174.6,17161,91,Walking,69,6,2744.7,Morning session,2740.0
1105,25.2,Female,81.1,192.9,17756,96,Yoga,174,4,3040.1,Morning session,3039.0
1106,,Female,109.1,169.3,8617,56,Running,176,3,2334.8,High intensity,2335.0
1107,46.6,Male,118.1,178.5,16032,38,Cycling,96,1,2308.0,,2311.0
1108,64.7,Male,99.2,171.6,13934,60,Swimming,66,2,2309.8,Low effort,2305.0
1109,21.8,Female,48.8,164.9,12885,50,Cycling,91,2,1914.3,Good workout,1912.0
1110,29.9,Male,54.5,188.2,10796,95,Swimming,175,10,2892.4,High intensity,2888.0
1111,62.0,Female,91.5,159.8,7279,73,Running,70,7,2270.3,High intensity,2266.0
1112,19.0,Male,119.8,170.0,1095,97,Cycling,107,6,2261.2,Low effort,2262.0
1113,44.7,Male,58.2,178.1,16478,118,Running,168,8,3243.2,,3239.0
1114,48.0,Male,82.3,181.8,8021,57,HIIT,151,9,2476.2,Low effort,2478.0
1115,53.6,Male,56.9,159.3,16185,86,HIIT,127,5,2758.8,High intensity,2754.0
1116,53.5,Male,89.1,162.7,6868,106,Running,107,3,2413.3,,2416.0
1117,43.7,Female,61.3,172.4,14071,31,Walking,104,4,2035.2,Morning session,2037.0
1118,60.2,,79.2,172.0,9041,108,HIIT,154,8,2867.2,Evening workout,2870.0
1119,44.2,Male,110.5,180.2,17515,26,HIIT,152,3,2520.6,,2516.0
1120,22.2,Female,119.7,153.4,12307,95,Swimming,92,2,2594.5,Morning session,2594.0
1121,37.2,Male,85.4,152.9,8290,14,Swimming,177,7,2120.6,High intensity,2120.0
1122,28.4,Female,111.3,170.1,16495,70,HIIT,63,4,2589.6,,2589.0
1123,27.6,Male,73.6,151.2,7516,98,Swimming,106,8,2477.6,,2482.0
1124,57.2,Male,62.4,153.8,10341,15,Running,149,1,1731.2,,1731.0
1125,55.2,Male,64.6,150.6,12702,62,HIIT,112,8,2514.2,Morning session,2510.0
1126,23.3,Female,58.4,164.7,1807,90,Running,90,5,1859.2,,1855.0
1127,25.2,Female,78.2,182.1,14031,104,Walking,90,2,2534.8,Evening workout,2534.0
1128,40.4,Male,93.9,155.3,17434,26,Walking,86,1,2115.4,Low effort,2112.0
1129,64.2,Male,98.1,156.3,12400,68,Swimming,148,6,2689.7,,2694.0
1130,43.6,Female,75.3,168.3,17439,106,Swimming,107,9,3187.2,,3184.0
1131,63.6,Female,102.2,193.2,4664,48,Swimming,95,9,2170.8,Morning session,2175.0
1132,60.4,Female,86.1,150.0,1743,63,Cycling,108,9,2077.8,Low effort,2075.0
1133,29.7,Female,102.0,188.1,7030,57,Yoga,90,4,2043.2,Low effort,2048.0
1134,43.2,Female,74.3,168.8,15661,46,Cycling,166,6,2597.4,Low effort,2602.0
1135,30.7,Male,69.2,194.8,15975,57,Walking,160,10,2803.0,Low effort,2802.0
1136,57.0,Female,107.2,175.1,1079,77,Swimming,168,6,2348.2,Evening workout,2345.0
1137,35.5,Male,63.8,193.7,15809,116,Running,103,5,2871.1,High intensity,2875.0
1138,42.2,Male,116.6,161.8,13132,87,Cycling,118,2,2689.4,Low effort,2687.0
1139,50.6,Female,52.6,171.9,3966,86,Cycling,82,7,2045.2,Low effort,2047.0
1140,64.3,Female,47.4,162.6,16534,36,Swimming,158,1,2174.7,,2175.0
1141,57.5,Male,111.3,177.7,4728,97,Yoga,127,6,2564.0,Evening workout,2561.0
1142,60.5,Female,61.9,163.8,5536,36,Running,151,5,1885.5,Good workout,1883.0
1143,29.2,Male,58.9,171.1,17509,81,HIIT,101,5,2611.2,Good workout,2611.0
1144,61.9,Female,53.2,179.8,6813,72,Running,164,8,2425.4,Good workout,2428.0
1145,53.4,Female,106.5,193.1,1947,61,Yoga,101,9,2150.5,,2154.0
1146,21.1,Female,65.5,169.4,13565,56,Running,72,7,2247.6,Evening workout,2249.0
1147,22.3,Male,81.7,193.5,16844,112,HIIT,60,10,3063.8,,3067.0
1148,54.3,Female,55.8,176.1,1594,30,Cycling,135,8,1715.7,Evening workout,1715.0
1149,25.4,Male,64.6,187.3,17524,66,HIIT,166,2,2608.1,Morning session,2606.0
1150,59.6,Female,79.7,191.9,15017,114,Cycling,112,2,2811.6,Good workout,2808.0
1151,45.6,Male,97.9,190.8,5205,84,Yoga,99,8,2412.2,,2410.0
1152,48.6,Female,91.6,183.7,8782,104,Running,149,6,2740.2,Evening workout,2745.0
1153,26.2,Male,119.4,188.4,3660,100,Running,178,8,2776.9,,2775.0
1154,46.3,Male,96.3,190.8,17013,51,Swimming,105,9,2829.0,Good workout,2834.0
1155,31.9,Male,52.9,193.4,7856,119,Swimming,169,9,2811.0,Evening workout,2815.0
1156,57.7,Male,48.3,186.3,7089,57,Walking,175,6,2207.4,Evening workout,2205.0
1157,58.4,Male,71.1,150.7,6318,36,Swimming,146,8,2082.8,Evening workout,2084.0
1158,39.0,Male,88.4,164.4,16405,81,Cycling,172,2,2794.9,Low effort,2795.0
1159,28.4,Female,84.3,181.0,19936,42,Running,81,8,2645.1,Good workout,2645.0
1160,40.2,Male,91.8,157.4,9062,85,Yoga,174,3,2546.8,High intensity,2547.0
1161,18.8,Male,88.1,182.3,18424,44,Running,111,1,2330.0,Evening workout,2329.0
1162,63.7,Male,92.6,167.4,9506,107,Swimming,179,7,3022.1,Morning session,3026.0
1163,54.5,Female,96.7,194.7,12651,25,Swimming,87,1,1925.9,Good workout,1921.0
1164,38.3,Female,112.4,178.5,16730,45,Cycling,112,1,2432.4,,2433.0
1165,43.7,Female,55.5,181.7,4236,75,Cycling,176,1,1954.3,Good workout,1954.0
1166,63.4,Male,117.1,182.1,4680,85,HIIT,122,4,2368.6,High intensity,2369.0
1167,53.1,Female,48.0,154.6,16383,100,Cycling,76,4,2543.7,Good workout,2548.0
1168,40.7,Female,117.1,167.1,12298,65,Walking,123,10,2874.9,Low effort,2871.0
1169,18.0,Male,92.6,159.5,18921,26,Walking,65,6,2332.3,,2331.0
1170,57.8,Male,70.1,185.9,4872,29,Yoga,73,10,1862.0,Morning session,1864.0
1171,32.1,Female,83.7,182.5,2867,94,Running,173,3,2216.0,High intensity,2218.0
1172,38.3,Male,102.8,172.9,16820,103,Swimming,76,10,3192.7,High intensity,3189.0
1173,64.1,Male,63.8,189.4,18545,115,Swimming,97,6,3115.1,Low effort,3112.0
1174,26.1,Male,102.8,154.8,4920,93,Yoga,128,7,2483.6,,2481.0
1175,26.6,Male,72.2,183.5,6693,17,Walking,72,1,1309.8,Morning session,1308.0
1176,27.1,Female,110.4,173.6,11948,27,Swimming,171,6,2426.8,High intensity,2429.0
1177,,Male,54.4,166.2,9456,27,Running,112,10,2070.1,,2066.0
1178,58.2,Female,102.2,180.2,7331,27,Walking,68,1,1647.3,Low effort,1643.0
1179,52.5,Female,117.8,156.4,14107,11,Cycling,103,7,2339.9,,2337.0
1180,42.8,Female,58.2,166.2,10494,85,Swimming,165,10,2795.0,Good workout,2793.0
1181,43.6,Female,59.7,177.6,14853,105,Running,85,5,2652.1,Morning session,2657.0
1182,28.4,Male,77.2,187.8,10386,115,Running,136,10,3004.1,Evening workout,3002.0
1183,55.2,Male,61.5,171.0,18910,81,Walking,78,4,2638.1,,2638.0
1184,19.3,Male,68.4,164.0,9131,60,,107,1,1883.5,Morning session,1883.0
1185,24.2,Female,74.4,186.9,12796,19,Yoga,140,9,2298.6,Low effort,2301.0
1186,35.8,Female,106.2,164.2,2158,84,Cycling,139,7,2345.0,,2341.0
1187,44.3,Female,57.4,174.1,18528,23,Walking,89,2,2068.4,,2065.0
1188,51.8,Male,106.1,170.7,1068,35,Cycling,91,4,1634.4,Morning session,1633.0
1189,44.8,Female,91.2,187.8,4717,56,Walking,137,4,2049.7,Morning session,2049.0
1190,34.0,Male,60.8,151.4,16218,39,HIIT,171,8,2601.5,,2598.0
1191,60.5,Male,110.7,176.8,12200,65,Yoga,179,2,2639.4,High intensity,2640.0
1192,61.1,Male,87.3,181.1,16855,51,Walking,138,5,2677.7,Evening workout,2676.0
1193,41.8,Male,52.7,170.7,10361,13,Running,135,10,2085.7,,2082.0
1194,42.7,Female,47.3,153.5,16692,112,Swimming,160,8,3134.4,Low effort,3139.0
1195,24.3,Male,56.7,193.3,12526,20,Swimming,134,6,1994.1,Low effort,1999.0
1196,23.3,Female,60.8,168.5,11207,33,Walking,128,4,1989.9,Good workout,1990.0
1197,41.0,Male,103.2,151.3,10231,95,Swimming,179,5,2860.4,Morning session,2856.0
1198,50.7,Female,93.3,175.3,16063,76,Walking,179,2,2827.6,,2831.0
1199,46.4,Female,107.0,183.1,5723,46,Cycling,70,5,1896.1,Morning session,1893.0
1200,60.7,Male,106.7,163.8,5213,11,Cycling,157,3,1833.9,,1835.0
1201,39.9,Male,93.8,164.8,4466,21,Cycling,142,3,1724.3,Good workout,1725.0
1202,43.8,Male,95.4,169.5,13449,30,Cycling,85,7,2287.5,Good workout,2283.0
1203,45.4,Female,,183.9,3747,78,Swimming,85,3,1849.5,Evening workout,1846.0
1204,38.2,Male,74.2,185.3,13454,80,Yoga,76,4,2372.3,,2372.0
1205,24.4,Male,103.9,168.6,13587,73,Cycling,154,7,2812.5,Morning session,2817.0
1206,34.4,Female,59.6,158.2,17383,77,HIIT,142,3,2646.8,Low effort,2647.0
1207,37.9,Male,67.4,156.5,3203,52,Yoga,103,10,1967.7,Good workout,1970.0
1208,58.6,Female,89.0,179.1,14635,63,Running,143,10,2936.5,Low effort,2936.0
1209,37.9,Male,106.4,162.3,2144,114,Cycling,82,2,2163.1,High intensity,2163.0
1210,39.1,Female,115.7,176.2,13213,109,Yoga,84,10,3163.7,,3159.0
1211,45.5,Female,59.7,193.2,17944,71,Cycling,151,7,2857.5,Low effort,2857.0
1212,57.1,Male,90.6,184.5,2187,95,HIIT,96,5,2157.2,,2158.0
1213,24.7,Female,108.3,162.6,4133,102,Running,135,1,2253.7,,2250.0
1214,18.7,Male,90.7,164.5,4411,82,Swimming,171,10,2568.7,,2566.0
1215,49.5,Male,100.8,158.5,2689,99,Running,124,8,2433.1,,2434.0
1216,30.4,Female,88.4,194.4,5407,21,Swimming,61,3,1505.6,Evening workout,1506.0
1217,47.0,Male,119.2,172.7,3423,10,Swimming,133,7,1911.1,High intensity,1915.0
1218,40.9,Female,73.7,185.6,18753,81,Swimming,157,6,3004.6,Evening workout,3003.0
1219,36.9,Female,106.2,189.2,7728,42,Yoga,91,10,2312.1,Morning session,2316.0
1220,49.2,Female,96.5,152.1,1976,73,Walking,148,6,2207.8,Morning session,2204.0
1221,47.1,Female,98.5,183.1,13801,77,HIIT,133,8,2892.8,,2897.0
1222,46.1,Female,101.5,168.8,11548,23,HIIT,114,4,2124.8,,2120.0
1223,62.2,Female,110.3,177.1,1118,102,Yoga,109,4,2269.2,Good workout,2268.0
1224,46.0,Female,66.2,172.5,2542,23,Swimming,124,3,1465.1,Evening workout,1470.0
1225,47.6,Female,64.4,189.4,1972,18,HIIT,91,1,1147.7,Good workout,1143.0
1226,33.2,Male,77.6,194.4,1915,82,Running,96,10,2194.0,Morning session,2195.0
1227,57.7,Male,116.8,156.1,7621,35,Running,135,3,2109.6,,2109.0
1228,36.4,Female,69.0,190.1,17970,58,HIIT,172,1,2536.9,Low effort,2538.0
1229,35.1,Male,90.7,161.4,15530,115,HIIT,174,6,3235.9,Morning session,3234.0
1230,18.1,Male,117.2,163.3,8354,26,Running,141,8,2261.8,,2264.0
1231,31.4,Male,101.7,164.8,14761,114,HIIT,153,3,3046.8,Low effort,3048.0
1232,64.9,Male,49.9,152.2,5591,77,HIIT,72,4,1885.2,,1883.0
1233,19.7,Male,99.1,164.4,19946,69,HIIT,113,5,2928.3,,2927.0
1234,45.7,Male,105.3,173.2,9464,119,HIIT,62,7,2755.5,Low effort,
1235,47.4,Female,52.8,157.8,13550,12,Yoga,144,6,2070.5,Good workout,2070.0
1236,55.3,Male,60.7,154.7,15351,102,HIIT,101,2,2617.9,Good workout,2614.0
1237,21.2,Male,92.8,153.5,5290,34,HIIT,137,7,1994.4,Evening workout,1991.0
1238,18.5,Male,105.6,163.7,7446,30,Cycling,99,8,2043.2,Low effort,2046.0
1239,25.3,Male,59.3,165.0,14432,21,Yoga,133,1,1872.4,Low effort,1874.0
1240,46.5,Female,109.4,169.6,2522,63,Yoga,125,6,2111.3,Evening workout,2115.0
1241,56.5,Female,66.3,173.5,1561,10,HIIT,119,9,1593.4,Low effort,1590.0
1242,20.2,Female,47.3,155.4,4540,10,Walking,168,7,1646.7,Low effort,1643.0
1243,49.1,Female,98.6,180.0,13328,54,HIIT,160,5,2665.5,High intensity,2668.0
1244,27.4,Male,58.6,155.6,2479,55,Yoga,70,10,1856.6,,1852.0
1245,27.0,Female,80.4,184.7,7677,57,Cycling,179,10,2514.7,Good workout,2518.0
1246,36.6,Female,111.0,164.3,18589,16,Running,60,9,2529.0,Low effort,2533.0
1247,63.1,Female,54.4,178.1,9848,19,Swimming,85,2,1583.1,High intensity,1588.0
1248,51.7,Female,93.0,152.2,17973,24,Swimming,101,7,2494.5,Good workout,2493.0
1249,50.7,Male,109.4,160.2,13766,49,Yoga,121,9,2735.7,Low effort,2736.0
1250,40.8,Female,101.6,152.2,14520,20,Cycling,120,2,2091.6,,2087.0
1251,45.7,Male,71.4,177.4,12943,65,Cycling,136,10,2681.5,Good workout,2686.0
1252,49.3,Female,119.5,159.8,11292,55,HIIT,151,6,2667.3,Low effort,2668.0
1253,24.2,Male,49.3,182.6,11076,54,Cycling,159,9,2433.6,Low effort,2433.0
1254,46.1,Male,115.8,165.7,17017,96,Yoga,144,3,3016.3,Good workout,3018.0
1255,25.6,Female,101.7,159.1,9655,22,Running,121,8,2206.6,,2205.0
1256,18.6,Female,59.4,182.7,9945,36,Running,133,5,1985.2,Evening workout,1988.0
1257,20.4,Female,74.4,185.0,9774,114,Running,71,7,2567.9,Good workout,2566.0
1258,41.8,Female,64.3,152.0,3205,90,Walking,169,3,2148.0,,2148.0
1259,40.0,Male,81.8,154.3,13342,59,HIIT,86,8,2522.0,Evening workout,2518.0
1260,25.3,Male,47.8,161.1,5027,70,HIIT,126,2,1796.9,Morning session,1798.0
1261,64.2,Female,117.7,193.1,17327,22,Cycling,87,8,2630.4,Evening workout,2626.0
1262,54.8,Female,85.3,162.8,8188,21,HIIT,125,2,1769.8,Good workout,1772.0
1263,20.8,Male,83.0,173.0,3808,38,Yoga,87,7,1753.5,Evening workout,1752.0
1264,50.2,Female,70.2,193.6,14851,94,Running,174,2,2781.8,Morning session,2780.0
1265,45.6,Male,46.7,181.2,16354,93,Yoga,154,7,2900.3,,2904.0
1266,64.3,Female,67.2,165.5,16058,29,Cycling,166,1,2271.8,Morning session,2269.0
1267,25.4,Male,67.6,181.5,15620,40,Cycling,80,6,2197.6,Evening workout,2197.0
1268,51.3,Male,60.9,194.6,4913,17,Cycling,66,10,1691.6,,1690.0
1269,52.2,Male,53.6,186.0,18803,33,Running,173,7,2653.5,Morning session,2656.0
1270,49.1,Male,57.8,185.4,3167,84,Yoga,154,4,2074.9,Morning session,2070.0
1271,41.4,Male,72.2,170.1,3144,48,Cycling,73,1,1497.0,Good workout,1499.0
1272,31.5,Female,71.5,161.9,3167,42,HIIT,98,6,1692.1,,1688.0
1273,49.5,Male,95.8,170.7,10752,51,Running,177,4,2447.3,Low effort,2448.0
1274,63.5,Female,108.5,170.0,10368,24,Yoga,162,3,2231.4,High intensity,2227.0
1275,60.5,Male,96.4,192.4,18550,77,Cycling,178,4,3089.4,High intensity,3094.0
1276,33.5,Male,82.1,155.1,4575,74,Running,132,6,2187.2,Morning session,2187.0
1277,21.6,Female,109.0,158.7,19254,41,Walking,146,5,2757.7,Good workout,2760.0
1278,54.7,Female,62.2,150.7,17543,20,Running,121,2,2130.5,High intensity,2132.0
1279,38.9,Female,107.6,161.3,8243,103,Swimming,71,2,2369.2,Good workout,2369.0
1280,31.3,Female,95.9,163.1,13926,46,Swimming,152,3,2406.4,,2409.0
1281,48.1,Male,53.5,155.5,2055,28,Running,97,6,1439.8,Good workout,1441.0
1282,35.5,Female,57.8,150.9,17717,60,Running,117,1,2320.0,Morning session,2324.0
1283,24.8,Male,84.1,171.5,10083,109,Running,115,7,2775.2,,2771.0
1284,27.7,Female,99.2,183.7,2362,43,HIIT,98,8,1917.8,Morning session,1916.0
1285,24.7,Female,87.3,160.2,1925,80,Walking,145,7,2184.4,Evening workout,2188.0
1286,50.7,Male,88.6,152.1,19827,69,Yoga,63,3,2596.5,Morning session,2593.0
1287,40.4,Male,112.2,191.6,17321,118,Swimming,107,6,3293.3,,3290.0
1288,38.3,Female,77.1,155.0,11769,93,Running,66,4,2381.0,Morning session,2382.0
1289,36.7,Male,68.2,155.6,4980,62,Yoga,119,5,1988.4,Morning session,1990.0
1290,36.5,Male,80.7,169.1,8260,21,Cycling,99,3,1729.0,Low effort,1726.0
1291,53.7,Male,54.6,170.3,17151,71,Walking,67,5,2444.2,Evening workout,2449.0
1292,46.7,Male,64.0,151.6,11597,105,Yoga,175,6,2864.4,Good workout,2863.0
1293,35.2,Male,119.9,175.6,2419,75,Walking,117,8,2343.7,High intensity,2345.0
1294,19.5,Male,56.6,180.2,12067,95,Yoga,116,6,2509.8,Morning session,2505.0
1295,18.6,Male,106.6,175.2,1059,114,Running,94,9,2501.2,Good workout,2497.0
1296,64.7,Male,62.7,181.8,3524,57,HIIT,132,10,2179.4,High intensity,2176.0
1297,22.4,Female,107.5,159.5,2578,49,HIIT,174,10,2320.0,Morning session,2324.0
1298,37.4,Male,69.8,172.2,13598,33,Running,72,10,2298.1,High intensity,2298.0
1299,28.1,Female,56.1,155.2,15527,59,Walking,98,10,2588.3,,2584.0
1300,59.6,Male,65.9,172.1,17047,104,Yoga,143,4,2931.8,,2934.0
1301,19.7,Male,69.7,177.9,1707,77,HIIT,80,2,1607.0,Morning session,1608.0
1302,20.7,Male,55.8,179.5,6277,97,Running,106,9,2329.1,,2329.0
1303,40.2,Male,108.6,163.9,2780,52,Walking,142,3,1949.6,,1952.0
1304,29.5,Female,117.7,186.0,14811,26,Cycling,61,7,2335.9,,2335.0
1305,37.4,Female,94.7,181.8,19797,113,Running,103,4,3145.1,,3143.0
1306,22.2,Male,106.3,183.1,14145,92,Yoga,163,1,2736.6,High intensity,2733.0
1307,54.7,Female,93.3,190.1,15662,113,Cycling,89,8,3114.5,,3117.0
1308,55.6,Male,58.8,193.2,19545,111,Cycling,146,4,3095.6,Evening workout,3095.0
1309,47.6,Male,45.6,171.4,12731,64,Swimming,114,6,2326.3,Low effort,2326.0
1310,26.6,Female,69.7,180.4,9800,43,Running,99,7,2107.4,High intensity,2106.0
1311,51.2,Female,103.6,156.1,17692,106,Running,136,8,3305.5,,3302.0
1312,61.7,Male,116.5,190.2,6439,79,Yoga,156,10,2825.5,,2822.0
1313,52.7,Male,113.6,170.8,5307,69,HIIT,155,2,2239.3,,2239.0
1314,39.6,Female,49.5,165.9,3364,60,HIIT,151,9,2067.1,,2068.0
1315,61.5,Male,63.2,169.8,17568,109,Swimming,83,10,3156.7,Morning session,3153.0
1316,41.0,Female,67.4,192.0,6324,86,HIIT,101,3,2064.5,Morning session,2064.0
1317,34.1,Male,53.4,193.0,6483,82,Running,87,1,1835.6,Low effort,1837.0
1318,27.3,Male,94.6,168.0,1245,44,Running,153,2,1733.9,Good workout,1737.0
1319,47.4,Female,60.2,181.4,9430,43,Yoga,176,8,2325.7,Morning session,2328.0
1320,63.8,Female,77.4,164.4,9183,25,HIIT,179,10,2406.1,High intensity,2402.0
1321,40.2,Female,46.3,154.6,6924,91,Cycling,164,6,2367.3,Evening workout,2371.0
1322,49.6,Male,58.1,160.6,17903,27,HIIT,152,1,2253.5,Evening workout,2252.0
1323,34.4,Male,45.9,164.6,14901,47,HIIT,157,9,2521.3,Low effort,2525.0
1324,34.5,Male,102.0,178.4,4907,52,Yoga,110,7,2148.5,Evening workout,2148.0
1325,31.1,Male,60.1,194.8,1276,41,Walking,81,10,1692.3,Good workout,1696.0
1326,26.4,Female,91.2,153.1,6101,16,Swimming,148,3,1734.6,Good workout,1737.0
1327,57.3,Male,88.6,185.5,15537,96,Yoga,137,7,3080.8,Evening workout,3076.0
1328,19.2,Male,58.9,172.0,13501,96,Running,133,6,2664.2,High intensity,
1329,62.2,Male,68.6,164.8,5603,55,Cycling,133,3,1953.1,Good workout,1952.0
1330,42.3,Female,99.5,193.1,17335,70,Swimming,67,8,2800.8,Evening workout,2801.0
1331,56.5,Male,59.1,152.9,14386,27,Walking,73,1,1787.1,,1789.0
1332,26.3,Male,116.3,181.1,5053,80,Cycling,104,5,2303.1,High intensity,2306.0
1333,39.2,Female,78.3,159.2,7073,115,Yoga,97,8,2647.8,Evening workout,
1334,60.6,Male,46.2,189.3,17525,49,Yoga,91,3,2232.9,Morning session,2229.0
1335,63.5,Male,71.9,187.1,11561,97,Swimming,176,10,3087.7,Low effort,3086.0
1336,21.4,Female,118.4,171.3,19101,87,HIIT,121,6,3126.7,,3126.0
1337,43.2,Male,116.4,163.8,13748,59,Running,168,10,3037.2,,3037.0
1338,46.9,Male,67.8,166.8,8313,14,Swimming,155,2,1684.7,Good workout,1685.0
1339,62.0,Male,112.3,170.6,6714,119,Running,126,9,2986.2,High intensity,2991.0
1340,51.0,Female,58.5,164.6,17783,63,Yoga,143,2,2492.2,Low effort,2497.0
1341,40.6,Male,107.3,164.7,10526,95,Yoga,120,5,2688.3,Low effort,2686.0
1342,54.0,Male,109.2,150.5,14582,67,Running,72,3,2483.2,Good workout,2484.0
1343,28.3,Female,112.5,173.3,11815,31,Yoga,178,10,2694.5,High intensity,2695.0
1344,23.1,Female,107.2,161.8,14760,83,Yoga,146,9,3080.8,Low effort,3083.0
1345,35.1,Male,108.4,159.8,7255,99,Yoga,142,9,2844.8,,2840.0
1346,38.8,Male,76.3,191.8,17622,88,Cycling,139,7,3015.8,Evening workout,3016.0
1347,59.1,Male,57.2,191.1,4215,47,HIIT,159,10,2140.8,High intensity,2144.0
1348,53.1,Male,110.0,180.3,8541,114,Walking,158,5,2896.4,High intensity,2901.0
1349,58.7,Female,63.3,160.1,4647,115,Cycling,106,9,2551.1,Good workout,2550.0
1350,55.5,Male,68.8,165.4,10808,58,HIIT,170,7,2493.8,Low effort,2496.0
1351,51.4,Female,55.6,158.6,19813,10,Swimming,173,2,2263.3,High intensity,2266.0
1352,34.7,Female,103.0,163.6,4652,87,Running,113,10,2533.3,High intensity,2537.0
1353,54.2,Male,59.2,168.2,15028,45,Walking,130,1,2146.9,,2151.0
1354,42.2,Male,54.4,180.1,14803,104,HIIT,111,10,2928.6,,2925.0
1355,55.6,Female,85.7,158.2,7307,37,HIIT,160,10,2339.8,Evening workout,2342.0
1356,29.1,Female,71.7,185.8,2535,107,Running,131,4,2171.7,High intensity,2174.0
1357,40.3,Male,104.7,188.3,15932,44,HIIT,84,10,2675.8,Evening workout,2674.0
1358,59.3,Female,117.3,175.1,16749,69,HIIT,82,8,2883.5,Low effort,2885.0
1359,39.6,Male,96.8,157.8,9727,112,Cycling,133,6,2852.0,Good workout,2849.0
1360,38.1,Male,72.3,173.4,18332,71,Running,89,2,2507.0,Morning session,2507.0
1361,44.2,Female,109.9,157.0,11834,96,Swimming,156,5,2927.6,Morning session,2928.0
1362,48.4,Female,61.9,168.6,10213,55,Running,70,9,2205.2,High intensity,2208.0
1363,23.7,Male,88.4,179.1,16437,117,Yoga,94,6,3025.8,,3022.0
1364,44.3,Female,54.1,171.1,2403,92,Running,86,6,1971.1,Low effort,1974.0
1365,57.8,Male,107.4,158.5,8506,91,Swimming,176,7,2870.7,Low effort,2867.0
1366,51.1,Male,91.8,193.6,8591,88,HIIT,126,5,2477.9,Good workout,2481.0
1367,29.7,Male,82.1,153.4,13996,70,Walking,106,3,2420.1,High intensity,2419.0
1368,62.1,Female,114.7,186.4,6060,74,Swimming,172,3,2455.8,Good workout,2455.0
1369,24.2,Male,97.7,157.5,16062,98,Cycling,109,5,2897.6,Evening workout,2896.0
1370,27.2,Male,88.5,150.4,2602,35,Running,67,4,1500.6,,1498.0
1371,62.4,Male,118.3,177.3,14472,44,Running,114,5,2595.8,,2593.0
1372,34.6,Male,98.0,155.4,3196,66,Running,136,9,2300.1,,2301.0
1373,43.9,Male,64.1,185.5,12091,88,Swimming,101,5,2456.4,Low effort,2457.0
1374,,Male,75.2,160.1,16040,72,Yoga,126,4,2601.0,,2600.0
1375,45.0,Male,51.6,154.6,17494,13,Swimming,79,4,1960.2,,1961.0
