User_ID,Age,Gender,Body_Mass,Height,Steps,Workout_Minutes,Exercise_Type,Avg_Heart_Rate,Intensity_Score,Calories
1274,63,1,59,158,13553,44,1,122,5,2168
1275,60,0,59,186,4156,17,0,81,3,1199
1276,33,0,88,150,9944,112,4,113,2,2361
1277,21,1,77,191,14747,84,5,178,7,3105
1278,54,1,79,198,12505,57,0,148,5,2358
1279,38,1,86,153,13697,43,5,176,3,2058
1280,31,1,116,164,6139,17,5,144,2,1286
1281,48,0,92,176,7629,72,4,95,6,2420
1282,35,1,101,157,9087,47,3,117,6,2205
1283,24,0,105,172,7078,89,0,79,3,2086
1284,27,1,117,164,8405,59,5,75,9,2641
1285,24,1,58,176,8871,83,5,151,1,1856
1286,50,0,72,180,2632,46,2,115,3,1546
1287,40,0,112,188,2201,96,1,152,1,1967
1288,38,1,110,196,13255,98,3,109,7,3019
1289,36,0,89,157,7353,66,4,149,2,1907
1290,36,0,93,179,4910,78,0,163,4,2276
1291,53,0,73,191,2622,117,5,125,4,2436
1292,46,0,100,167,8073,54,1,172,8,2798
1293,35,0,107,153,2360,106,0,133,4,2381
1294,19,0,82,196,12559,27,4,72,3,1636
1295,18,0,65,192,8365,104,3,74,3,2224
1296,64,0,71,171,2201,94,4,177,6,2687
1297,22,1,106,152,13659,103,3,86,6,2861
1298,37,0,111,164,11122,88,2,67,7,2808
1299,28,1,119,184,14776,43,0,129,5,2300
1300,59,0,79,196,5943,77,3,159,7,2728
1301,19,0,72,187,14888,116,3,109,4,2868
1302,20,0,81,182,6869,98,3,147,5,2642
1303,40,0,106,163,10128,40,4,126,6,2310
1304,29,1,58,197,2877,110,0,85,9,2889
1305,37,1,80,150,6795,117,2,95,6,2722
1306,22,0,58,198,9791,116,3,80,1,2110
1307,54,1,62,175,12691,73,0,136,7,2769
1308,55,0,107,157,4523,63,1,111,3,1821
1309,47,0,52,199,14543,67,4,70,6,2523
1310,26,1,84,165,8270,102,4,67,2,1951
1311,51,1,70,187,10583,45,1,116,7,2355
1312,61,0,113,159,14094,118,0,169,1,2635
1313,52,0,101,191,8623,26,2,105,2,1440
1314,39,1,83,186,7088,72,0,171,9,2965
1315,61,0,84,175,9564,50,0,137,9,2843
1316,41,1,64,177,9066,24,5,156,7,2196
1317,34,0,55,161,8545,20,4,61,2,1190
1318,27,0,81,169,4321,21,2,123,5,1698
1319,47,1,101,198,10149,45,5,111,4,1909
1320,63,1,77,163,10125,105,1,124,2,2219
1321,40,1,113,195,14173,86,0,70,2,2071
1322,49,0,68,184,10330,17,1,65,8,2159
1323,34,0,64,178,10294,118,4,155,5,2982
1324,34,0,55,161,7333,61,5,138,8,2683
1325,31,0,87,167,10675,99,5,135,2,2326
1326,26,1,75,193,9858,15,2,123,2,1303
1327,57,0,100,151,6319,59,0,160,3,1992
1328,19,0,102,151,7389,68,2,152,8,2853
1329,62,0,105,166,14265,64,5,114,8,2978
1330,42,1,108,159,3848,93,5,103,3,1971
1331,56,0,119,167,12076,21,2,145,1,1520
1332,26,0,107,171,5205,77,5,169,7,2763
1333,39,1,62,168,4161,29,3,177,4,1349
1334,60,0,92,150,3464,103,4,142,3,2254
1335,63,0,100,173,2643,81,0,64,5,2077
1336,21,1,68,185,13628,44,4,158,6,2440
1337,43,0,70,174,7351,92,0,84,1,1800
1338,46,0,73,185,6553,82,5,109,9,2946
1339,62,0,75,180,8518,50,2,161,6,2413
1340,51,1,94,180,7723,81,2,132,3,2076
1341,40,0,77,151,9946,19,5,130,1,1319
1342,54,0,78,168,2610,39,0,176,9,2565
1343,28,1,66,161,6302,109,5,141,2,2144
1344,23,1,117,159,3543,25,0,61,6,1614
1345,35,0,93,180,13731,86,5,175,6,3045
1346,38,0,110,194,3466,104,5,69,3,2067
1347,59,0,117,171,11108,80,5,167,6,2885
1348,53,0,74,172,8236,42,2,61,2,1420
1349,58,1,116,172,3181,74,0,119,8,2563
1350,55,0,51,164,4146,24,1,104,1,1028
1351,51,1,98,175,4272,64,5,67,6,2028
1352,34,1,119,152,11043,53,4,117,1,1614
1353,54,0,75,172,6536,51,4,178,9,2845
1354,42,0,76,169,2719,77,2,66,9,2617
1355,55,1,67,194,6680,75,3,158,6,2471
1356,29,1,103,189,12206,117,1,146,6,3119
1357,40,0,50,188,5472,99,2,131,9,3111
1358,59,1,110,157,5642,106,3,80,5,2407
1359,39,0,52,167,14062,52,2,156,9,3062
1360,38,0,117,190,2063,47,4,106,5,1860
1361,44,1,90,155,2559,89,5,60,4,1880
1362,48,1,86,176,9446,59,0,71,2,1583
1363,23,0,100,185,3733,58,5,134,2,1651
1364,44,1,64,164,10861,15,4,107,1,1131
1365,57,0,57,186,5894,67,0,153,3,1982
1366,51,0,87,154,3542,61,3,63,1,1294
1367,29,0,97,188,11463,47,3,93,6,2333
1368,62,1,96,158,4415,81,4,146,7,2589
1369,24,0,59,156,12983,104,0,91,9,3352
1370,27,0,98,190,14905,29,5,62,7,2339
1371,62,0,90,169,8090,119,4,151,4,2774
1372,34,0,79,159,7217,28,3,127,4,1743
1373,43,0,54,175,7387,37,4,116,8,2377
1374,38,0,80,153,7179,68,5,173,4,2282
1375,45,0,101,187,10187,22,2,135,1,1403
1376,63,0,72,173,8643,68,1,83,9,2810
1377,19,0,97,163,9660,21,1,92,3,1828
1378,60,0,89,190,13246,98,1,62,1,2051
1379,18,0,55,150,4458,66,2,63,9,2543
1380,53,1,87,166,13257,20,5,89,5,1851
1381,43,0,90,194,11355,111,0,129,9,3509
1382,46,0,76,173,8028,42,4,108,3,1706
1383,38,0,118,176,7447,64,5,89,6,2345
1384,28,1,106,156,6559,52,2,131,7,2352
1385,57,0,66,158,4749,44,3,141,5,1981
1386,28,1,96,192,3948,95,1,75,8,2647
1387,53,0,62,184,8306,87,1,112,6,2612
1388,56,0,60,161,10251,106,5,65,6,2737
1389,57,1,73,170,10092,68,1,83,7,2469
1390,52,0,53,152,13294,85,1,174,8,3266
1391,51,1,95,164,10524,60,5,151,2,1887
1392,64,1,67,170,14363,42,5,155,7,2589
1393,41,0,92,159,2189,31,2,148,9,2401
1394,39,0,82,182,13752,118,2,87,1,2339
1395,22,0,59,195,8008,62,1,80,1,1500
1396,50,0,108,155,9482,58,5,67,7,2439
1397,53,1,80,151,2295,74,5,95,5,1962
1398,64,1,77,178,12740,74,1,68,1,1695
1399,37,0,109,189,10368,19,0,99,1,1281
1400,36,1,52,182,10168,83,3,144,2,2030
1401,52,1,104,153,2799,92,4,110,9,2835
1402,60,0,63,153,10997,84,4,60,3,2084
1403,34,1,107,178,9003,21,1,122,9,2414
1404,62,1,64,186,11934,67,4,176,6,2651
1405,60,0,51,169,10406,31,2,176,6,2315
1406,51,1,73,190,12071,73,2,127,7,2730
1407,26,0,113,172,4700,23,0,133,8,2252
1408,43,1,73,194,10788,109,1,85,3,2313
1409,19,0,76,167,11909,36,2,99,8,2524
1410,26,1,86,198,11547,59,1,62,6,2240
1411,26,1,88,174,14415,87,1,167,6,2952
1412,57,0,112,150,11484,73,5,68,3,2077
1413,34,0,75,164,12790,94,3,91,6,2423
1414,18,0,114,183,7873,114,3,126,8,3268
1415,42,0,53,197,13629,112,1,63,7,3067
1416,60,1,78,169,6714,27,3,177,7,2423
1417,57,1,50,186,8491,97,3,132,3,2215
1418,59,1,99,176,10333,21,4,85,3,2423
1419,42,0,60,171,13408,50,4,61,5,2141
1420,56,1,108,154,4839,24,5,125,5,1687
1421,52,1,111,183,14532,30,0,173,9,2883
1422,20,0,85,188,5513,106,2,144,9,3264
1423,54,0,105,152,12942,33,2,145,5,2258
1424,61,1,70,166,11906,118,4,62,5,2676
1425,61,0,62,173,3135,20,1,94,6,1681
1426,47,1,58,173,8357,18,3,173,8,2302
1427,55,1,60,152,13913,44,5,118,6,2322
1428,51,0,119,194,12101,117,0,97,6,3087
1429,29,1,50,156,4247,109,4,92,9,2945
1430,36,0,119,174,8548,60,1,74,1,1555
1431,54,0,105,152,6516,41,5,134,4,1898
1432,61,1,80,164,6102,59,1,133,2,1629
1433,34,1,86,178,3548,99,5,159,9,3061
1434,27,1,96,199,12831,51,4,73,3,2423
1435,64,0,96,178,14958,23,5,125,2,1718
1436,29,1,118,159,8532,75,3,104,8,2744
1437,33,0,107,181,6511,49,5,107,4,1899
1438,41,0,85,172,4831,21,4,103,2,1614
1439,36,1,81,188,11198,35,5,177,4,2025
1440,25,0,113,158,13413,31,2,96,7,2419
1441,48,1,91,186,5062,69,5,174,7,2573
1442,38,1,97,189,14715,102,1,88,1,2138
1443,34,1,79,163,9975,109,4,158,1,2207
1444,40,1,70,153,5052,20,2,176,3,1464
1445,54,1,109,169,14621,49,4,143,2,1933
1446,33,1,62,177,12511,64,1,144,3,2096
1447,23,1,50,163,9210,51,0,93,4,1817
1448,25,0,114,193,5539,27,3,118,7,2131
1449,42,1,82,183,12558,39,0,172,2,1806
1450,35,0,87,162,2526,110,2,176,7,2983
1451,42,0,74,180,4807,15,1,102,5,1586
1452,29,0,75,182,11387,63,1,92,8,2751
1453,32,1,108,188,3753,49,3,78,8,2203
1454,43,0,82,177,11864,97,5,67,5,2593
1455,58,0,90,174,8882,67,4,90,8,2703
1456,62,1,79,181,12220,66,3,70,9,2802
1457,43,1,106,158,3654,68,4,67,7,2204
1458,64,0,98,177,14741,90,3,84,6,2858
1459,49,1,97,180,6841,118,4,172,7,3135
1460,27,1,98,166,6041,118,4,79,7,2825
1461,33,1,96,172,7024,61,1,97,3,1746
1462,24,1,105,162,11039,57,3,66,6,2235
1463,34,0,114,159,11059,34,1,176,6,2446
1464,40,1,61,165,10965,47,1,136,9,2739
1465,43,1,118,155,10734,107,0,98,1,2084
1466,38,1,55,197,6417,30,0,166,7,2170
1467,39,0,114,160,10977,92,1,133,1,2144
1468,24,0,74,152,13497,21,1,131,4,1930
1469,31,1,50,177,6635,84,4,165,7,2710
1470,32,1,81,190,4883,35,1,177,6,2073
1471,24,0,52,164,7884,50,2,166,6,2375
1472,26,1,98,162,2448,100,3,79,5,2201
1473,25,0,68,191,5310,118,2,140,6,2943
1474,40,0,109,194,6585,68,0,70,9,2733
1475,46,1,78,166,12097,33,2,75,6,2031
1476,35,1,99,156,14751,39,5,160,7,2628
1477,48,0,51,177,10108,81,5,101,9,3028
1478,47,0,105,187,6409,114,0,155,7,3137
1479,56,1,66,162,9873,67,2,149,6,2490
1480,52,0,109,166,13443,112,3,111,3,2670
1481,35,1,85,164,8051,89,0,96,1,1752
1482,59,1,110,185,10576,62,5,111,9,2858
1483,56,1,66,177,2294,56,0,68,7,1984
1484,34,0,98,164,3238,61,2,94,3,1688
1485,31,0,109,195,10041,105,2,126,9,3409
1486,48,1,69,160,4816,56,2,154,3,1746
1487,41,1,99,180,3098,16,4,165,3,1346
1488,52,0,52,153,3737,20,2,66,7,1759
1489,61,0,92,184,4189,60,1,61,2,1460
1490,62,0,106,183,4765,80,5,84,7,2519
1491,51,1,99,176,3222,95,5,163,7,2735
1492,20,0,117,159,13434,54,4,135,1,1872
1493,54,0,99,179,8549,72,5,153,2,2038
1494,60,1,86,194,14091,92,5,177,5,2867
1495,57,1,95,169,14515,88,0,153,4,2633
1496,43,1,97,178,2410,47,2,152,3,1581
1497,40,0,64,178,13191,76,1,100,8,2963
1498,61,1,82,172,4945,26,1,134,7,2007
1499,56,1,60,199,10102,110,0,174,9,3448
1500,32,1,69,170,6786,63,1,111,3,1766
1501,21,1,73,197,11069,102,0,146,1,2137
1502,46,0,113,192,2786,92,1,140,9,3036
1503,39,1,114,159,4109,19,5,136,9,2248
1504,42,0,66,190,7446,65,3,156,1,1744
1505,30,0,110,161,7835,83,2,124,8,2947
1506,35,0,64,179,3986,46,3,163,1,1434
1507,50,1,100,182,10126,63,5,136,6,2463
1508,33,0,76,167,11070,111,4,97,9,3384
1509,62,1,110,163,9300,74,0,126,3,2072
1510,59,1,107,171,11799,60,1,139,6,2516
1511,61,1,80,170,7709,82,1,101,3,1977
1512,19,0,61,150,4403,108,5,130,5,2569
1513,52,1,95,198,10262,55,1,113,7,2463
1514,59,1,80,192,12502,95,5,176,4,2674
1515,51,1,81,164,6401,81,3,126,4,2141
1516,47,0,81,185,8701,27,4,137,7,2276
1517,30,0,102,196,5295,114,0,123,5,2692
1518,30,0,110,171,10953,32,1,139,1,1557
1519,35,1,95,181,14875,101,4,63,2,2208
1520,49,0,56,195,4121,113,4,90,6,2631
1521,49,1,53,182,5582,111,4,72,9,2962
1522,52,1,101,190,6197,65,2,86,7,2326
1523,56,0,80,188,11821,50,4,118,4,2122
1524,63,1,97,172,7700,95,5,124,2,2032
1525,46,0,103,192,9232,117,4,123,4,2731
1526,46,1,103,151,6288,48,2,84,5,1856
1527,61,0,66,151,3085,26,4,96,2,1150
1528,33,1,79,187,12649,19,1,173,1,1458
1529,61,1,71,178,14587,62,1,167,4,2389
1530,64,1,92,195,13458,118,1,134,6,3130
1531,27,1,76,152,10645,105,1,132,1,2112
1532,47,1,86,188,4621,54,5,130,1,1367
1533,42,0,95,156,10810,27,1,73,9,2485
1534,56,1,84,185,10828,40,0,153,5,2142
1535,37,0,53,178,4348,28,4,83,2,1165
1536,22,0,75,186,6874,110,2,126,2,2242
1537,18,0,68,198,5036,25,0,107,4,1553
1538,47,1,94,185,12441,52,1,162,2,1915
1539,20,1,75,172,12913,94,0,150,4,2596
1540,62,1,71,194,4349,21,2,124,6,2240
1541,31,0,107,165,7743,36,1,97,7,2238
1542,47,1,112,197,6432,30,0,149,6,2038
1543,21,1,77,180,8175,91,5,129,4,2316
1544,35,0,114,183,12186,90,5,118,3,2427
1545,54,0,93,199,9265,96,4,165,4,2636
1546,42,0,92,150,8103,43,4,71,5,1927
1547,18,0,86,167,13012,96,0,113,4,2622
1548,63,0,115,189,9358,16,2,110,3,1552
1549,32,0,66,192,11263,68,5,97,1,1750
1550,26,1,89,164,4031,16,3,105,3,1192
1551,32,0,87,197,3249,17,4,158,5,1727
1552,41,1,110,198,11487,107,5,69,6,2768
1553,21,1,58,166,8808,70,1,68,4,1925
1554,29,1,110,193,5556,86,0,146,1,1802
1555,54,0,65,159,10519,25,5,153,7,2357
1556,54,1,51,169,10988,90,5,111,9,3083
1557,60,0,92,155,7299,46,0,110,6,2191
1558,23,0,91,157,13053,18,4,81,6,2054
1559,56,1,106,194,14952,23,4,170,9,2815
1560,63,0,116,183,12985,102,3,132,4,2774
1561,41,1,79,181,5094,70,3,142,5,2173
1562,28,1,62,191,4977,30,4,131,5,1716
1563,30,0,68,153,2962,95,4,177,5,2530
1564,51,1,56,193,7725,100,4,127,8,2957
1565,42,1,58,199,7489,85,4,64,1,1560
1566,24,1,103,188,3268,24,5,142,3,1369
1567,21,0,110,169,7279,107,3,169,8,3300
1568,25,1,51,173,2372,50,0,141,9,2428
1569,37,0,99,173,6380,38,2,88,2,1417
1570,46,0,80,175,12760,78,0,142,4,2423
1571,62,1,82,174,9617,70,1,65,8,2577
1572,63,1,60,185,14934,92,2,128,5,2723
1573,27,0,82,156,13885,92,5,117,1,2174
1574,60,0,56,159,2201,103,1,102,6,2874
1575,64,1,80,196,8279,36,3,179,9,2674
1576,43,1,97,161,2095,66,2,128,9,2593
1577,58,0,96,150,6369,64,4,131,1,1652
1578,20,0,102,199,5941,61,1,150,4,2119
1579,23,0,68,174,9021,37,5,96,1,1349
1580,22,0,55,165,11392,110,2,166,7,3269
1581,22,0,98,154,5944,104,4,117,3,2295
1582,64,1,99,168,7868,105,1,168,2,2286
1583,40,0,61,153,7396,90,5,161,8,3051
1584,26,0,72,155,10041,97,1,96,9,3195
1585,52,1,103,175,2131,33,2,141,7,2011
1586,37,1,118,198,13307,66,4,85,6,2488
1587,59,0,108,188,9290,48,3,101,6,2283
1588,52,0,85,188,11582,110,5,75,9,3340
1589,35,1,52,158,8516,43,2,81,5,1825
1590,34,0,107,194,11341,75,4,169,5,2688
1591,41,0,104,163,13702,99,3,82,2,2308
1592,20,1,106,197,7906,49,1,106,6,2151
1593,49,0,66,158,13839,19,4,126,6,2200
1594,52,1,88,164,2807,90,3,62,6,2203
1595,55,1,117,186,2050,21,2,71,4,1245
1596,30,1,104,199,13400,55,4,82,7,2506
1597,64,1,94,169,7277,16,4,170,9,2423
1598,42,0,50,157,2055,103,0,70,1,1632
1599,26,1,70,181,5664,24,5,165,3,1495
1600,21,0,70,196,2743,116,4,111,9,3136
1601,31,0,101,170,14730,58,3,170,5,2650
1602,54,0,92,190,8030,84,5,109,6,2598
1603,51,0,101,168,10131,105,2,116,8,3224
1604,28,0,116,178,13068,49,5,123,9,2970
1605,58,1,93,180,2079,76,0,105,8,2469
1606,20,1,81,155,14664,88,2,88,3,2277
1607,45,1,59,153,14132,87,4,129,1,2042
1608,46,1,113,192,4966,34,1,105,5,1738
1609,26,0,118,178,5728,115,2,75,7,2895
1610,20,1,117,191,6536,49,2,157,2,1662
1611,42,0,77,152,2125,51,0,110,1,1267
1612,51,0,102,150,7813,118,3,160,4,2794
1613,29,1,100,193,10410,86,2,70,3,2056
1614,59,1,102,164,2947,68,3,70,4,1729
1615,26,1,53,196,14565,109,5,122,1,2251
1616,32,1,66,170,2594,94,1,112,2,1758
1617,57,0,116,195,7030,42,0,148,1,1534
1618,42,0,96,180,2140,84,4,117,3,1941
1619,22,1,105,156,13085,46,2,78,4,1943
1620,28,0,72,166,5055,106,1,91,1,1871
1621,51,0,67,168,11822,25,1,109,6,2129
1622,41,0,50,188,11068,56,3,131,2,1855
1623,32,1,84,152,6205,37,2,114,5,1810
1624,55,0,113,179,7171,44,1,135,8,2566
1625,25,1,107,184,9782,23,0,100,4,1649
1626,22,1,108,178,4660,106,4,158,5,2599
1627,43,0,50,199,8856,102,5,129,9,3271
1628,35,0,52,163,8089,73,5,80,2,1755
1629,23,1,116,184,13582,42,3,176,2,1930
1630,54,0,86,177,7318,102,1,85,6,2670
1631,30,0,78,179,12221,93,5,179,6,3048
1632,45,1,82,175,4552,117,3,60,3,2080
1633,64,0,97,156,5611,47,4,140,9,2423
1634,30,1,53,188,10062,61,2,158,1,1699
1635,34,1,63,180,3040,112,0,86,3,2024
1636,57,0,82,154,10506,36,4,109,8,2505
1637,62,0,71,184,9603,43,4,173,8,2718
1638,49,1,97,199,13651,48,5,125,4,2117
1639,46,1,52,196,6172,56,5,159,8,2545
1640,20,1,72,163,13217,66,0,124,8,2846
1641,57,0,117,185,4946,61,2,69,1,1404
1642,51,1,70,176,5236,88,4,154,3,2085
1643,57,0,92,173,5680,65,1,96,1,1525
1644,44,1,75,189,6807,59,5,128,2,1636
1645,30,1,90,178,13298,108,4,100,4,2619
1646,62,1,87,194,3537,89,2,105,3,1900
1647,50,0,60,171,5872,48,3,176,6,2314
1648,23,0,78,157,3867,35,2,136,5,1855
1649,64,0,109,164,3161,27,4,104,5,2423
1650,36,1,116,198,5920,68,4,147,7,2546
1651,33,0,114,154,7693,39,0,86,7,2241
1652,57,0,110,153,5882,35,4,124,9,2539
1653,45,1,68,160,12948,15,5,172,8,2464
1654,50,1,95,167,12104,72,1,143,3,2197
1655,58,0,98,191,9738,83,0,67,2,1937
1656,30,0,71,198,10456,100,4,126,1,2131
1657,60,0,106,179,14620,85,2,108,6,2885
1658,62,0,63,164,8331,27,4,155,4,1843
1659,42,1,93,155,7182,66,2,167,3,2009
1660,59,1,65,165,11494,37,2,148,2,1651
1661,53,1,61,196,11386,35,4,148,2,1622
1662,44,0,104,189,3526,20,2,173,4,1684
1663,55,0,100,158,10131,34,1,73,1,1334
1664,24,1,88,192,13796,90,3,121,6,2819
1665,22,1,82,183,6394,54,0,102,5,1949
1666,60,0,82,176,12440,23,4,86,9,2533
1667,62,0,78,162,3158,64,3,171,2,1772
1668,48,1,118,185,6367,42,2,155,9,2630
1669,40,1,119,176,6630,25,2,86,9,2265
1670,59,1,80,158,5513,110,0,127,9,3147
1671,27,0,80,154,12270,89,3,173,4,2695
1672,49,0,95,171,3144,102,3,162,5,2595
1673,60,0,101,180,2068,70,4,134,8,2605
1674,47,0,59,152,5717,93,2,171,8,3041
1675,56,0,90,179,13200,119,5,107,1,2397
1676,48,0,52,170,11018,49,4,126,1,1620
1677,35,1,108,184,11361,95,4,84,6,2685
1678,53,1,101,155,11175,39,4,123,7,2377
1679,19,0,83,177,14768,113,0,178,2,2753
1680,31,1,98,181,14169,33,0,83,2,1562
1681,30,0,77,191,13526,119,4,68,5,2877
1682,46,1,62,186,12532,45,1,67,9,2576
1683,29,0,118,174,12207,95,5,162,5,2915
1684,56,1,116,181,11644,64,3,154,8,2906
1685,19,1,110,184,12325,101,3,118,8,3189
1686,49,0,109,171,11231,77,2,76,5,2427
1687,30,0,73,173,6723,61,3,102,8,2571
1688,63,1,112,188,6213,15,3,154,8,2194
1689,64,1,110,179,8413,72,5,127,5,2423
1690,58,0,72,199,5466,24,3,63,5,1583
1691,34,1,79,181,5026,22,5,160,4,1595
1692,57,0,109,180,8998,40,0,67,1,1340
1693,48,0,67,172,14449,48,5,101,9,2890
1694,51,1,105,189,4747,33,0,108,2,1269
1695,41,0,102,182,9271,92,5,65,1,1857
1696,62,1,56,174,14454,86,4,132,6,2801
1697,52,1,118,185,14587,15,1,101,5,1927
1698,23,0,101,173,8171,62,0,131,1,1710
1699,36,1,53,180,13687,39,0,91,7,2323
1700,47,0,83,188,5855,38,3,74,7,2085
1701,24,0,118,195,10753,61,0,141,3,2154
1702,27,0,82,162,4203,98,5,146,6,2984
1703,58,1,118,159,5419,108,4,128,6,2721
1704,49,0,87,172,3144,83,4,173,4,2278
1705,51,1,75,167,4699,81,3,86,3,1795
1706,45,0,50,181,11743,46,5,156,1,1707
1707,32,0,53,182,14213,31,5,177,2,1716
1708,47,0,88,185,2560,75,2,165,2,1852
1709,54,1,103,177,3187,83,0,161,5,2313
1710,46,1,82,165,5133,25,3,118,4,1507
1711,39,0,82,165,5411,52,4,87,2,1495
1712,21,0,69,167,3689,82,1,83,9,2748
1713,37,1,65,157,6407,117,2,110,7,2884
1714,49,1,70,191,4423,33,5,80,8,2030
1715,53,1,94,165,3369,117,0,90,8,2886
1716,21,0,111,160,8007,101,4,134,2,2265
1717,44,1,80,155,8728,31,2,109,5,1832
1718,34,0,91,150,10772,27,5,151,3,1812
1719,29,1,61,161,2976,105,4,171,9,3105
1720,39,0,114,187,6272,15,4,99,9,2283
1721,34,0,52,177,8497,16,5,127,6,1942
1722,64,0,58,194,14801,96,5,166,4,2819
1723,18,1,100,166,12548,114,3,165,8,3456
1724,39,1,65,150,2118,111,4,75,5,2423
1725,43,1,52,181,3542,114,5,135,3,2198
1726,35,0,73,157,6862,80,1,145,8,2896
1727,31,0,62,189,5043,82,1,158,6,2569
1728,64,1,51,192,2972,30,2,166,5,1727
1729,46,0,70,195,2915,18,0,122,1,996
1730,29,0,68,173,8621,71,1,115,3,2030
1731,53,0,96,159,11629,87,3,139,7,3017
1732,52,1,71,196,2586,99,5,83,3,1877
1733,29,0,82,188,10542,37,0,158,1,1613
1734,24,1,81,188,7625,16,3,87,8,2023
1735,46,1,113,159,9354,81,4,165,7,2864
1736,28,1,88,185,6591,101,0,152,5,2584
1737,50,1,91,174,4562,40,1,144,5,1873
1738,23,1,58,199,8839,21,3,171,6,2045
1739,64,0,74,159,12062,114,5,148,7,3304
1740,64,1,97,168,10464,58,5,162,3,1995
1741,49,1,68,195,4927,47,3,90,4,1618
1742,28,1,69,194,8195,78,4,74,1,1561
1743,40,0,119,164,14550,50,1,170,7,2884
1744,43,0,66,165,13631,18,3,101,2,1507
1745,51,0,117,151,8276,37,2,158,7,2465
1746,63,0,52,178,13233,39,3,161,6,2464
1747,51,1,100,153,14140,119,3,109,4,2802
1748,46,1,75,199,11956,104,1,145,2,2343
1749,21,0,105,178,6290,106,5,64,7,2779
1750,34,0,113,180,7882,106,4,107,7,2981
1751,52,0,57,166,8446,99,3,72,5,2461
1752,30,0,86,159,7167,88,0,91,9,2992
1753,58,1,76,176,11962,41,5,126,3,1807
1754,56,0,94,190,3522,65,5,138,9,2766
1755,32,0,53,164,11023,93,3,178,5,2817
1756,46,0,86,193,2561,95,1,150,2,2005
1757,46,0,82,180,5540,117,0,175,9,3464
1758,28,0,80,170,14328,113,3,150,1,2499
1759,49,0,104,190,3479,83,0,89,1,1610
1760,19,0,61,195,8677,94,5,65,7,2705
1761,64,1,60,194,14658,37,4,84,3,1730
1762,31,1,81,175,3205,117,3,87,8,2856
1763,37,1,106,187,8660,23,2,121,7,2116
1764,39,1,87,185,10848,21,2,81,7,2300
1765,28,1,109,166,14132,49,0,127,1,1716
1766,44,1,68,152,2589,118,1,74,1,1736
1767,20,0,105,163,6326,64,3,85,2,1674
1768,34,0,63,198,6904,38,4,122,2,1497
1769,61,1,82,162,11563,102,2,77,5,2561
1770,45,0,59,190,14766,38,5,132,9,2886
1771,46,1,113,176,13943,33,3,122,7,2438
1772,38,0,113,150,8421,53,3,121,2,1764
1773,64,0,111,166,5759,75,2,175,5,2488
1774,33,0,117,197,12292,39,4,127,5,2252
1775,54,0,92,199,12076,109,5,107,8,3304
1776,37,0,108,183,10939,116,4,109,9,3503
1777,23,0,101,163,10655,39,5,122,8,2603
1778,36,1,68,166,10945,41,2,128,2,1612
1779,22,1,70,152,7936,46,3,168,4,1965
1780,20,0,71,183,10774,25,5,65,2,1360
1781,18,1,58,189,4205,83,3,117,6,2318
1782,55,0,58,174,6114,47,0,177,4,2014
1783,32,1,76,151,14342,33,0,110,7,2374
1784,51,0,66,183,6027,30,2,71,2,1233
1785,52,1,93,175,6816,113,2,154,9,3325
1786,42,0,94,180,9188,25,1,106,5,1897
1787,41,1,57,158,13545,89,2,68,1,1853
1788,29,0,67,179,4808,88,0,66,3,1900
1789,35,1,82,169,5603,112,5,88,4,2306
1790,32,0,50,170,5913,83,4,137,3,2087
1791,61,0,55,178,3419,101,2,110,6,2542
1792,33,0,90,174,4167,69,4,177,6,2393
1793,44,1,104,187,4144,39,4,171,7,2242
1794,25,1,54,193,4167,107,0,114,9,2992
1795,63,1,108,174,11752,118,1,155,9,3594
1796,42,0,67,158,11368,91,5,118,7,2948
1797,34,1,98,188,11460,110,0,115,1,2170
1798,46,0,114,193,7891,48,2,81,3,1724
1799,25,1,103,175,13779,26,0,159,5,2161
1800,32,1,110,186,8536,102,0,167,6,2894
1801,44,1,57,165,3166,118,0,77,6,2505
1802,63,1,97,186,5575,35,2,117,5,2423
1803,24,0,74,161,4841,43,2,99,6,2008
1804,20,1,118,173,3870,65,0,172,9,2811
1805,46,1,104,175,14121,37,0,148,1,2423
1806,61,0,89,169,12459,47,4,90,1,1594
1807,41,0,99,158,4886,22,5,115,9,2328
1808,20,1,82,172,2159,56,4,94,8,2226
1809,37,1,67,188,9243,91,1,85,9,2964
1810,63,0,106,178,12850,83,5,127,7,3002
1811,32,0,65,180,5763,55,1,165,6,2353
1812,42,0,87,168,14926,88,5,171,9,3544
1813,47,1,90,169,3055,77,0,143,2,1729
1814,31,1,56,172,2333,28,4,93,4,1319
1815,24,1,102,192,5596,102,5,135,2,2070
1816,34,0,112,176,9607,76,1,75,6,2503
1817,61,0,81,179,11083,89,5,101,1,1983
1818,37,0,87,170,13179,60,2,64,7,2573
1819,53,1,71,193,14639,81,5,120,7,2890
1820,26,0,65,184,3362,107,0,103,7,2741
1821,55,1,101,198,2925,67,3,94,4,1790
1822,39,0,78,156,7519,66,2,167,8,2854
1823,19,1,65,171,4443,108,3,150,5,2535
1824,41,1,66,159,12769,115,0,60,2,2219
1825,25,0,113,172,5980,21,3,157,5,1905
1826,28,1,62,164,9260,95,5,102,9,3050
1827,30,0,105,179,12597,98,3,91,1,2132
1828,34,1,54,183,3419,68,4,167,2,1681
1829,25,0,61,162,13067,25,0,162,8,2631
1830,64,0,90,153,2059,21,4,122,5,1796
